推,噓,分數,作者,標題,時間,推_etl,時間_etl
推: 202,噓: 18,分數: 184,作者: zrct5566 (美麗又殘酷的世界),標題: [問卦] 看過有史以來最誇張的逆轉勝是哪一次?,時間: Sat Jan  6 23:38:56 2024,202,2024-01-06 23:38:56
推: 4,噓: 0,分數: 4,作者: koromo1991 (肥宅界李棟旭),標題: [問卦] 這社會其實帶風向激起仇恨很容易吧？,時間: Sat Jan  6 23:39:12 2024,4,2024-01-06 23:39:12
推: 6,噓: 2,分數: 4,作者: Qorqios (☑對和平君王說『是』),標題: [問卦] 都會通的發音是都會通還是都會通？,時間: Sat Jan  6 23:40:31 2024,6,2024-01-06 23:40:31
推: 369,噓: 63,分數: 306,作者: adonis1010 (adonis1010),標題: Re: [新聞] 【桃園大拚場】不忍了！　趙少康火力全,時間: Sat Jan  6 23:42:34 2024,369,2024-01-06 23:42:34
推: 1,噓: 0,分數: 1,作者: starcraftiii (星海爭霸三),標題: [問卦] 有沒有機器人的八卦啊?,時間: Sat Jan  6 23:50:21 2024,1,2024-01-06 23:50:21
推: 2,噓: 1,分數: 1,作者: cena0605 (姜西拿),標題: Re: [問卦] 看過有史以來最誇張的逆轉勝是哪一次?,時間: Sat Jan  6 23:50:27 2024,2,2024-01-06 23:50:27
推: 6,噓: 3,分數: 3,作者: TBOC (花嚴),標題: [新聞] 換員警駐守？賴清德老家爆又有人站崗　新,時間: Sat Jan  6 23:50:53 2024,6,2024-01-06 23:50:53
推: 1,噓: 1,分數: 0,作者: pauljet (拜登哥不要),標題: [問卦] 加拿大接納難民姦殺華裔女童案？,時間: Sat Jan  6 23:51:15 2024,1,2024-01-06 23:51:15
推: 1,噓: 0,分數: 1,作者: pprino (于晏的腦婆),標題: [問卦] 江西賴粉的八卦??,時間: Sat Jan  6 23:51:18 2024,1,2024-01-06 23:51:18
推: 2,噓: 0,分數: 2,作者: HDSM (Love Not Change  O'_'O),標題: [問卦] 穿越千年的傷痛 只為求一個結果,時間: Sat Jan  6 23:53:23 2024,2,2024-01-06 23:53:23
推: 18,噓: 1,分數: 17,作者: peterlin495 (專業果粉O'_'O),標題: [問卦] 明天去高雄玩要去哪才專業?,時間: Sat Jan  6 23:53:30 2024,18,2024-01-06 23:53:30
推: 10,噓: 0,分數: 10,作者: diefishfish (),標題: [公告] 水桶,時間: Sat Jan  6 23:54:44 2024,10,2024-01-06 23:54:44
推: 1,噓: 0,分數: 1,作者: gamesame7711 (框框愛安安),標題: [問卦] 之前用來載陸客的遊覽車都用在何處？,時間: Sat Jan  6 23:56:48 2024,1,2024-01-06 23:56:48
推: 4,噓: 2,分數: 2,作者: nonnon (我愛李多慧),標題: [問卦] 哀鳳的外放喇叭是不是不怎樣？,時間: Sat Jan  6 23:57:02 2024,4,2024-01-06 23:57:02
推: 8,噓: 18,分數: -10,作者: diaole (暗黑破壞神),標題: [新聞] 賴清德：我不會把你們丟路邊 鬥陣出發走,時間: Sat Jan  6 23:57:54 2024,8,2024-01-06 23:57:54
推: 9,噓: 1,分數: 8,作者: seabox (呂雅筑),標題: [問卦] 日本才是真鬼島吧,時間: Sat Jan  6 23:58:29 2024,9,2024-01-06 23:58:29
推: 1,噓: 1,分數: 0,作者: moneybuy (),標題: [問卦] 最新一代覺青是哪群人= =,時間: Sat Jan  6 23:58:30 2024,1,2024-01-06 23:58:30
推: 7,噓: 28,分數: -21,作者: asdf1256 (guest),標題: [新聞] 足球年再現？蔡英文：提醒下任總統列,時間: Sun Jan  7 00:00:15 2024,7,2024-01-07 00:00:15
推: 36,噓: 119,分數: -83,作者: tsukiji (大司壽),標題: [新聞] 侯友宜再喊與郭台銘柯文哲理念一致 應團,時間: Sun Jan  7 00:00:38 2024,36,2024-01-07 00:00:38
推: 7,噓: 3,分數: 4,作者: au4g3wk4k (我喜歡肥肥),標題: [問卦] 四年前那堆買機票回來的菁英呢？,時間: Sun Jan  7 00:02:01 2024,7,2024-01-07 00:02:01
推: 4,噓: 3,分數: 1,作者: Kimmy (Kimi),標題: [問卦] 時間停止、催眠、透明能力 dochi?,時間: Sun Jan  7 00:02:58 2024,4,2024-01-07 00:02:58
推: 2,噓: 0,分數: 2,作者: aya16810 (深紅眼鏡),標題: [問卦] 自帶線的行動電源現在能用了嗎,時間: Sun Jan  7 00:04:04 2024,2,2024-01-07 00:04:04
推: 5,噓: 1,分數: 4,作者: magi80328 (依舊),標題: [問卦] 單身真的比較不會省錢嗎?,時間: Sun Jan  7 00:04:14 2024,5,2024-01-07 00:04:14
推: 27,噓: 12,分數: 15,作者: rexlin (Some like it hot!!),標題: [新聞] 柯文哲造勢會爆滿破3.5萬人　這曲一播全,時間: Sun Jan  7 00:04:20 2024,27,2024-01-07 00:04:20
推: 20,噓: 1,分數: 19,作者: whiteadam (blue eyes blue),標題: [問卦] 慟!百元理髮從100漲到150,時間: Sun Jan  7 00:05:03 2024,20,2024-01-07 00:05:03
推: 6,噓: 2,分數: 4,作者: masi (專業酸民),標題: [問卦] 這兩個你選誰?,時間: Sun Jan  7 00:07:16 2024,6,2024-01-07 00:07:16
推: 226,噓: 10,分數: 216,作者: MaMaMoMo (???),標題: Re: [問卦] 《在路上》交棒 老鐵一番話燃爆聊天室,時間: Sun Jan  7 00:09:09 2024,226,2024-01-07 00:09:09
推: 2,噓: 0,分數: 2,作者: AMPHIBIA (amphibia),標題: Re: [問卦] 覺青朋友開始在討論移民了?,時間: Sun Jan  7 00:10:47 2024,2,2024-01-07 00:10:47
推: 8,噓: 0,分數: 8,作者: koy89202 (Jie),標題: [問卦] 前面黑色BMW你敢按喇叭嗎？,時間: Sun Jan  7 00:11:33 2024,8,2024-01-07 00:11:33
推: 5,噓: 2,分數: 3,作者: s5869157 (肥皂泡的世界),標題: [問卦] 廁所如果有啜泣聲 要問怎麼了嗎,時間: Sun Jan  7 00:12:37 2024,5,2024-01-07 00:12:37
推: 15,噓: 0,分數: 15,作者: YU0121 (愛玉冰™),標題: [問卦] 花東居民是不是都蠻無聊的？,時間: Sun Jan  7 00:14:10 2024,15,2024-01-07 00:14:10
推: 138,噓: 18,分數: 120,作者: ralfeistein (無名的ㄈㄓ王),標題: [新聞] 侯康配競選小物洗衣球遭長輩誤食！醫籲「,時間: Sun Jan  7 00:14:38 2024,138,2024-01-07 00:14:38
推: 90,噓: 16,分數: 74,作者: yushenglu (子欲養而親不待),標題: [新聞] 民眾黨台中造勢 柯文哲：翻轉台灣創造,時間: Sun Jan  7 00:15:08 2024,90,2024-01-07 00:15:08
推: 2,噓: 0,分數: 2,作者: OPPAISuki (OPPAISuki),標題: [問卦] 我曾難自拔於世界之大 也沉溺於其中夢話?,時間: Sun Jan  7 00:15:22 2024,2,2024-01-07 00:15:22
推: 65,噓: 7,分數: 58,作者: whiteadam (blue eyes blue),標題: [問卦] 以長相來說 台日韓女生 哪個比較優?,時間: Sun Jan  7 00:15:57 2024,65,2024-01-07 00:15:57
推: 62,噓: 8,分數: 54,作者: Gamblers5566 (gambler),標題: Re: [新聞] 零拒絕從未發生…私校「篩選」學生 成家,時間: Sun Jan  7 00:16:24 2024,62,2024-01-07 00:16:24
推: 20,噓: 29,分數: -9,作者: Zubac40 (jjjkkk),標題: [新聞] 超過十萬人湧入桃園選前造勢 賴清德：未,時間: Sun Jan  7 00:25:11 2024,20,2024-01-07 00:25:11
推: 0,噓: 1,分數: -1,作者: sushi11 (偶像可以亂摸嗎peko),標題: Re: [問卦] 時間停止、催眠、透明能力 dochi?,時間: Sun Jan  7 00:25:33 2024,0,2024-01-07 00:25:33
推: 163,噓: 16,分數: 147,作者: Skyblueway (Sky),標題: [新聞] 柯文哲台中造勢湧5萬人　藍營小雞也來場,時間: Sun Jan  7 00:26:48 2024,163,2024-01-07 00:26:48
推: 4,噓: 1,分數: 3,作者: hljjun (肥雞),標題: Re: [新聞] 賴清德：我不會把你們丟路邊 鬥陣出發走,時間: Sun Jan  7 00:28:16 2024,4,2024-01-07 00:28:16
推: 38,噓: 1,分數: 37,作者: whiteadam (blue eyes blue),標題: [問卦] 你一天餐費大概是多少?平均而言,時間: Sun Jan  7 00:30:21 2024,38,2024-01-07 00:30:21
推: 7,噓: 0,分數: 7,作者: fraternity (猴猴做歹誌),標題: Re: [新聞] 侯友宜再喊與郭台銘柯文哲理念一致 應團,時間: Sun Jan  7 00:30:29 2024,7,2024-01-07 00:30:29
推: 88,噓: 14,分數: 74,作者: rich22084 (習近平肛交惡徒),標題: [問卦] 桃園機場排名從13掉到82是誰害的?,時間: Sun Jan  7 00:32:10 2024,88,2024-01-07 00:32:10
推: 13,噓: 3,分數: 10,作者: AgentZero (特務零),標題: [問卦] 今年怎麼都沒年輕人返鄉廣告?,時間: Sun Jan  7 00:33:02 2024,13,2024-01-07 00:33:02
推: 52,噓: 10,分數: 42,作者: godofsex (性愛戰神),標題: [新聞] 賴清德喊公開高端合約　柯文哲：陳時中,時間: Sun Jan  7 00:34:19 2024,52,2024-01-07 00:34:19
推: 5,噓: 0,分數: 5,作者: whiteadam (blue eyes blue),標題: Re: [問卦] 桃園機場排名從13掉到82是誰害的?,時間: Sun Jan  7 00:39:30 2024,5,2024-01-07 00:39:30
推: 6,噓: 0,分數: 6,作者: yushenglu (子欲養而親不待),"標題: [問卦] 3年了,高端合約什麼時候公布?",時間: Sun Jan  7 00:40:25 2024,6,2024-01-07 00:40:25
推: 6,噓: 2,分數: 4,作者: zakijudelo (Zack),標題: [問卦] 1月份台灣會有什麼出乎意料的事發生？,時間: Sun Jan  7 00:40:51 2024,6,2024-01-07 00:40:51
推: 9,噓: 14,分數: -5,作者: NoPTT (小綠綠就是讚),標題: Re: [問卦] 1/13是不是不用崩潰了？,時間: Sun Jan  7 00:42:16 2024,9,2024-01-07 00:42:16
推: 645,噓: 78,分數: 567,作者: bg784533 (bg784533),標題: [問卦] 鍾明軒會被出征嗎,時間: Sun Jan  7 00:43:36 2024,645,2024-01-07 00:43:36
推: 34,噓: 24,分數: 10,作者: Ho1liday (江湖唯有英雄志),標題: [新聞] 直擊柯文哲台中造勢！半小時就塞滿　柯粉,時間: Sun Jan  7 00:43:37 2024,34,2024-01-07 00:43:37
推: 28,噓: 0,分數: 28,作者: ReiKuromiya (ReiKuromiya),標題: [問卦] 安芝儇和李多慧，多慧贏在哪?,時間: Sun Jan  7 00:43:50 2024,28,2024-01-07 00:43:50
推: 8,噓: 31,分數: -23,作者: AnnaOuO (Anna),標題: [問卦] 噓我的都是跟我過不去==,時間: Sun Jan  7 00:44:11 2024,8,2024-01-07 00:44:11
推: 54,噓: 2,分數: 52,作者: donloveme1 (こより一生推),標題: Re: [新聞] 柯文哲台中造勢湧5萬人　藍營小雞也來場,時間: Sun Jan  7 00:44:28 2024,54,2024-01-07 00:44:28
推: 9,噓: 3,分數: 6,作者: gino0717 (gino0717),標題: [問卦] 去無人泡麵店為什麼不直接去7-11就好了,時間: Sun Jan  7 00:46:24 2024,9,2024-01-07 00:46:24
推: 10,噓: 3,分數: 7,作者: elless (鬼島歌王廢慾清),標題: Re: [問卦] 以長相來說 台日韓女生 哪個比較優?,時間: Sun Jan  7 00:46:48 2024,10,2024-01-07 00:46:48
推: 5,噓: 4,分數: 1,作者: join183club (183club),標題: Re: [新聞] 酸柯文哲是空氣槍！韓國瑜喊：熱鬧但不會,時間: Sun Jan  7 00:53:56 2024,5,2024-01-07 00:53:56
推: 3,噓: 1,分數: 2,作者: taipei5566 (臺北56),標題: [問卦] 艾爾迪亞人還有機會嗎?,時間: Sun Jan  7 00:55:08 2024,3,2024-01-07 00:55:08
推: 8,噓: 6,分數: 2,作者: elless (鬼島歌王廢慾清),標題: [問卦] 東南亞的真的禮貌超差,時間: Sun Jan  7 00:59:10 2024,8,2024-01-07 00:59:10
推: 7,噓: 1,分數: 6,作者: gyaoqwas (正在投食IRIS的男人),標題: [問卦] 悟空是不是最後連花果山都弄丟了,時間: Sun Jan  7 01:01:10 2024,7,2024-01-07 01:01:10
推: 0,噓: 2,分數: -2,作者: Panasonic (ideas for life),標題: [問卦] 殺人少年的機智牢房生活？,時間: Sun Jan  7 01:01:20 2024,0,2024-01-07 01:01:20
推: 4,噓: 0,分數: 4,作者: HDSM (Love Not Change  O'_'O),標題: [問卦] 衝動 我的心在顫抖 怎麼和時間搏鬥,時間: Sun Jan  7 01:01:27 2024,4,2024-01-07 01:01:27
推: 1,噓: 1,分數: 0,作者: wike (wike),標題: Re: [問卦] 跟66歲女主管一起出差，要怎麼尬聊呢,時間: Sun Jan  7 01:03:42 2024,1,2024-01-07 01:03:42
推: 13,噓: 3,分數: 10,作者: MeiHS (簽名檔詳見 其他版晃到，),標題: [問卦] 成功高中的學生會早起吃那個二樓的燒餅嗎,時間: Sun Jan  7 01:03:53 2024,13,2024-01-07 01:03:53
推: 10,噓: 33,分數: -23,作者: checkip (切克ㄞ丕),標題: Re: [爆卦] 台中大里晚上怎麼這麼多人拜拜,時間: Sun Jan  7 01:06:47 2024,10,2024-01-07 01:06:47
推: 5,噓: 0,分數: 5,作者: ga3322165 (Jkor),標題: [問卦] 現在在喊房價高點、割韭菜的，10年後？,時間: Sun Jan  7 01:11:08 2024,5,2024-01-07 01:11:08
推: 9,噓: 1,分數: 8,作者: emperor (派蘿派蘿得第一),標題: [問卦] 看星宇有好多YTR介紹可以買嗎?,時間: Sun Jan  7 01:11:15 2024,9,2024-01-07 01:11:15
推: 2,噓: 1,分數: 1,作者: badbadook (   嗨浪),標題: [問卦] 交叉路口公共汽車招呼站10公尺勸導為主,時間: Sun Jan  7 01:11:44 2024,2,2024-01-07 01:11:44
推: 7,噓: 1,分數: 6,作者: OPPAISuki (OPPAISuki),標題: [問卦] 半框眼睛是最近的流行嗎?,時間: Sun Jan  7 01:14:25 2024,7,2024-01-07 01:14:25
推: 3,噓: 2,分數: 1,作者: doreamon909 (戈德),標題: [問卦] 為何軍武版對以哈戰爭進展那麼低調？,時間: Sun Jan  7 01:15:20 2024,3,2024-01-07 01:15:20
推: 17,噓: 3,分數: 14,作者: elless (鬼島歌王廢慾清),標題: [問卦] 粵菜比台菜有名氣耶,時間: Sun Jan  7 01:17:09 2024,17,2024-01-07 01:17:09
推: 14,噓: 0,分數: 14,作者: ReiKuromiya (ReiKuromiya),標題: [問卦] 女生手握柱狀物會不自覺的上下搓嗎?,時間: Sun Jan  7 01:17:34 2024,14,2024-01-07 01:17:34
推: 3,噓: 3,分數: 0,作者: ilove305 (草根台灣),標題: [問卦] 有沒有暈倒灌水塞蛋糕的八卦,時間: Sun Jan  7 01:18:01 2024,3,2024-01-07 01:18:01
推: 42,噓: 35,分數: 7,作者: poloyabi (藍染接班人2.0),標題: [新聞] 新北第4區／吳秉叡催票「賴蕭晚會邀陳其,時間: Sun Jan  7 01:18:05 2024,42,2024-01-07 01:18:05
推: 12,噓: 3,分數: 9,作者: adsl15888 (去留),標題: [問卦] 真的很好奇小白當領導會怎麼樣？,時間: Sun Jan  7 01:19:41 2024,12,2024-01-07 01:19:41
推: 5,噓: 0,分數: 5,作者: nk11208z (小魯),"標題: [問卦] 2025年跨年還有將近一年,訂房網先抬價?",時間: Sun Jan  7 01:22:56 2024,5,2024-01-07 01:22:56
推: 4,噓: 0,分數: 4,作者: JC910 (JC910),標題: [問卦] 兩顆飛彈威力大於兩顆子彈？,時間: Sun Jan  7 01:23:29 2024,4,2024-01-07 01:23:29
推: 3,噓: 1,分數: 2,作者: MrKing (Mr.King),標題: [問卦] 韭菜沒了怎麼辦？,時間: Sun Jan  7 01:25:42 2024,3,2024-01-07 01:25:42
推: 114,噓: 10,分數: 104,作者: FL5566 (小魯妹),標題: [問卦] 抗焦慮藥吃到最重 很厭世,時間: Sun Jan  7 01:26:02 2024,114,2024-01-07 01:26:02
推: 46,噓: 72,分數: -26,作者: rich22084 (習近平肛交惡徒),標題: [新聞] 桃園造勢破10萬人 賴清德：會讓台灣走得,時間: Sun Jan  7 01:28:33 2024,46,2024-01-07 01:28:33
推: 38,噓: 4,分數: 34,作者: MeiHS (簽名檔詳見 其他版晃到，),標題: [問卦] 為何六顆章魚小丸子可以賣到6X...,時間: Sun Jan  7 01:30:45 2024,38,2024-01-07 01:30:45
推: 12,噓: 5,分數: 7,作者: masi (專業酸民),標題: [問卦] ヨルシカ為何不若Yoasobi成功,時間: Sun Jan  7 01:30:59 2024,12,2024-01-07 01:30:59
推: 9,噓: 3,分數: 6,作者: jazz801030 (jazz801030),標題: [問卦] 統神會又賴皮嗎？,時間: Sun Jan  7 01:33:16 2024,9,2024-01-07 01:33:16
推: 2,噓: 5,分數: -3,作者: hawick (刺蝟哲學),標題: Re: [問卦] 沒人發現烏克蘭和台灣的劇本神相似嗎?是,時間: Sun Jan  7 01:35:27 2024,2,2024-01-07 01:35:27
推: 40,噓: 10,分數: 30,作者: kevin19528 (kk19528),標題: [問卦] 被騙了兩次再被騙第三次的話是不是傻屌,時間: Sun Jan  7 01:38:08 2024,40,2024-01-07 01:38:08
推: 15,噓: 10,分數: 5,作者: nobody0303 (),標題: [問卦] 沒人發現台灣男生未婚率突破六成了嗎！,時間: Sun Jan  7 01:41:39 2024,15,2024-01-07 01:41:39
推: 54,噓: 211,分數: -157,作者: JAL96 (JAL96),標題: [新聞] 國民黨失去執政8年痛定思痛！侯友宜：才,時間: Sun Jan  7 01:45:49 2024,54,2024-01-07 01:45:49
推: 6,噓: 0,分數: 6,作者: HDSM (Love Not Change  O'_'O),標題: [問卦] 忍不住 想要愛妳的衝動,時間: Sun Jan  7 01:47:04 2024,6,2024-01-07 01:47:04
推: 5,噓: 1,分數: 4,作者: fraternity (猴猴做歹誌),標題: [問卦] 九把刀預測2021《不可能的任務》出到13集,時間: Sun Jan  7 01:48:14 2024,5,2024-01-07 01:48:14
推: 8,噓: 1,分數: 7,作者: gogomercury (gogomercury),標題: [問卦] 茶餐廳不敗之物？,時間: Sun Jan  7 01:48:58 2024,8,2024-01-07 01:48:58
推: 3,噓: 1,分數: 2,作者: OPPAISuki (OPPAISuki),標題: [問卦] 中國不出手剷除緬甸妙瓦底KK園區嗎?,時間: Sun Jan  7 01:48:58 2024,3,2024-01-07 01:48:58
推: 26,噓: 6,分數: 20,作者: Bastille (巴士底),標題: [問卦] USB Type-A還可以戰多久??,時間: Sun Jan  7 01:49:41 2024,26,2024-01-07 01:49:41
推: 117,噓: 22,分數: 95,作者: Goog1e (咕狗),標題: [新聞] 快新聞／柯文哲台中造勢驚傳「有人帶槍」,時間: Sun Jan  7 01:51:31 2024,117,2024-01-07 01:51:31
推: 10,噓: 4,分數: 6,作者: berryc (只玩阿普軒),標題: [問卦] 日本的房價是不是比較正常啊?,時間: Sun Jan  7 01:53:49 2024,10,2024-01-07 01:53:49
推: 96,噓: 19,分數: 77,作者: flymyfinger (鍵盤時事評論員),標題: [新聞] 工程師屁股滲血2年！一脫褲掉出整串蓮霧,時間: Sun Jan  7 01:54:43 2024,96,2024-01-07 01:54:43
推: 8,噓: 0,分數: 8,作者: ceca (生活藝術大師￼ ￾ ￼N￼),標題: Re: [問卦] 中國不出手剷除緬甸妙瓦底KK園區嗎?,時間: Sun Jan  7 02:12:07 2024,8,2024-01-07 02:12:07
推: 8,噓: 0,分數: 8,作者: HONNE (客家金城),標題: [問卦] 靠！是麥太太自己在那邊雷喔！,時間: Sun Jan  7 02:12:56 2024,8,2024-01-07 02:12:56
推: 4,噓: 0,分數: 4,作者: KILLE (啃),標題: Re: [問卦] 日本才是真鬼島吧,時間: Sun Jan  7 02:20:48 2024,4,2024-01-07 02:20:48
